100,100,0.5,100,830,25;7646
100,100,0.5,100,378,25;8386
100,100,0.5,900,368,25;8224
100,100,0.5,100,648,25;8178
100,100,0.5,500,849,25;7406
100,100,0.5,900,950,25;7512
100,100,0.5,100,259,25;8512
100,100,0.5,900,771,25;7488
100,100,0.5,100,600,25;8064
100,100,0.5,100,261,25;8198
100,100,0.5,100,79,25;9306
100,100,0.5,500,795,25;8106
100,100,0.5,900,635,25;8478
100,100,0.5,900,348,25;7958
100,100,0.5,100,202,25;8326
100,100,0.5,900,254,25;8760
100,100,0.5,900,755,25;7660
100,100,0.5,100,465,25;8162
100,100,0.5,500,248,25;9026
100,100,0.5,500,872,25;8264
100,100,0.5,900,147,25;9262
100,100,0.5,100,899,25;7902
100,100,0.5,100,86,25;9188
100,100,0.5,900,37,25;9602
100,100,0.5,900,527,25;8064
100,100,0.5,100,735,25;7782
100,100,0.5,900,458,25;7988
100,100,0.5,900,629,25;7870
100,100,0.5,900,428,25;8266
100,100,0.5,900,60,25;9554
100,100,0.5,900,101,25;8874
100,100,0.5,100,995,25;7726
100,100,0.5,100,550,25;7996
100,100,0.5,100,215,25;8628
100,100,0.5,100,584,25;7772
100,100,0.5,900,897,25;7780
100,100,0.5,100,500,25;8038
100,100,0.5,500,202,25;8944
100,100,0.5,900,589,25;8066
100,100,0.5,500,992,25;7270
100,100,0.5,100,753,25;7946
100,100,0.5,900,176,25;9410
100,100,0.5,900,891,25;7568
100,100,0.5,900,608,25;8222
100,100,0.5,100,23,25;9562
100,100,0.5,500,418,25;8302
100,100,0.5,100,178,25;8764
100,100,0.5,500,227,25;9050
100,100,0.5,900,820,25;7882
100,100,0.5,900,739,25;7550
100,100,0.5,100,677,25;8080
100,100,0.5,900,989,25;7750
100,100,0.5,500,401,25;8608
100,100,0.5,900,780,25;7740
100,100,0.5,500,643,25;8126
100,100,0.5,500,655,25;8098
100,100,0.5,100,454,25;8152
100,100,0.5,500,152,25;9120
100,100,0.5,100,302,25;8672
100,100,0.5,900,331,25;8492
100,100,0.5,900,97,25;9104
100,100,0.5,100,385,25;8264
100,100,0.5,900,614,25;7794
100,100,0.5,100,418,25;8584
100,100,0.5,500,13,25;9908
100,100,0.5,100,797,25;7728
100,100,0.5,900,844,25;7912
100,100,0.5,900,735,25;7900
100,100,0.5,900,309,25;8600
100,100,0.5,500,689,25;8306
100,100,0.5,100,81,25;9402
100,100,0.5,100,583,25;8358
100,100,0.5,900,677,25;7686
100,100,0.5,900,710,25;7476
100,100,0.5,100,867,25;7642
100,100,0.5,900,647,25;7734
100,100,0.5,500,292,25;8550
100,100,0.5,900,353,25;8220
100,100,0.5,500,766,25;7748
100,100,0.5,100,983,25;7716
100,100,0.5,900,826,25;7960
100,100,0.5,500,14,25;9582
100,100,0.5,900,276,25;8890
100,100,0.5,100,904,25;7702
100,100,0.5,900,628,25;8190
100,100,0.5,900,733,25;7854
100,100,0.5,500,158,25;9338
100,100,0.5,100,245,25;8604
100,100,0.5,900,659,25;8206
100,100,0.5,500,363,25;8476
100,100,0.5,100,211,25;8742
100,100,0.5,900,223,25;8860
100,100,0.5,900,197,25;9170
100,100,0.5,100,531,25;8262
100,100,0.5,100,455,25;8338
100,100,0.5,100,619,25;8302
100,100,0.5,900,533,25;8006
100,100,0.5,900,882,25;8236
100,100,0.5,100,124,25;9386
100,100,0.5,500,857,25;7742
100,100,0.5,100,528,25;7870
100,100,0.5,500,719,25;7368
100,100,0.5,500,913,25;7694
100,100,0.5,900,361,25;8148
100,100,0.5,100,808,25;7870
100,100,0.5,100,788,25;7462
100,100,0.5,500,31,25;9706
100,100,0.5,500,265,25;8394
100,100,0.5,500,140,25;9210
100,100,0.5,100,313,25;8566
100,100,0.5,100,292,25;8682
100,100,0.5,500,684,25;7930
100,100,0.5,500,610,25;7586
100,100,0.5,100,237,25;8770
100,100,0.5,900,752,25;8156
100,100,0.5,900,64,25;9420
100,100,0.5,900,520,25;8506
100,100,0.5,900,87,25;9950
100,100,0.5,500,635,25;7846
100,100,0.5,100,765,25;8036
100,100,0.5,900,953,25;7640
100,100,0.5,900,834,25;7992
100,100,0.5,100,799,25;7586
100,100,0.5,100,953,25;7446
100,100,0.5,900,422,25;8348
100,100,0.5,100,907,25;8202
100,100,0.5,500,236,25;8572
100,100,0.5,100,921,25;7560
100,100,0.5,900,76,25;9018
100,100,0.5,500,452,25;8466
100,100,0.5,100,383,25;8396
100,100,0.5,900,957,25;7878
100,100,0.5,100,623,25;7912
100,100,0.5,500,253,25;8768
100,100,0.5,900,349,25;8476
100,100,0.5,100,989,25;7424
100,100,0.5,900,543,25;7836
100,100,0.5,100,5,25;9840
100,100,0.5,100,386,25;8478
100,100,0.5,100,770,25;7988
100,100,0.5,100,169,25;8934
100,100,0.5,100,518,25;8134
100,100,0.5,900,597,25;7966
100,100,0.5,500,839,25;7938
100,100,0.5,500,171,25;9080
100,100,0.5,100,837,25;7696
100,100,0.5,500,810,25;7852
100,100,0.5,100,543,25;8352
100,100,0.5,900,221,25;8682
100,100,0.5,500,650,25;7920
100,100,0.5,100,250,25;9108
100,100,0.5,100,894,25;7766
100,100,0.5,900,949,25;8040
100,100,0.5,500,10,25;9752
100,100,0.5,100,721,25;7738
100,100,0.5,500,678,25;8074
100,100,0.5,900,190,25;8568
100,100,0.5,900,273,25;8318
100,100,0.5,900,239,25;8434
100,100,0.5,100,541,25;8070
100,100,0.5,500,529,25;7892
100,100,0.5,900,796,25;8288
100,100,0.5,500,572,25;8076
100,100,0.5,100,251,25;9056
100,100,0.5,500,581,25;7738
100,100,0.5,900,566,25;7992
100,100,0.5,500,94,25;9358
100,100,0.5,500,70,25;9400
100,100,0.5,100,922,25;7772
100,100,0.5,100,268,25;8502
100,100,0.5,100,240,25;8784
100,100,0.5,900,207,25;8838
100,100,0.5,900,300,25;8594
100,100,0.5,900,867,25;7784
100,100,0.5,100,43,25;9324
100,100,0.5,100,159,25;9052
100,100,0.5,500,188,25;8848
100,100,0.5,900,961,25;7556
100,100,0.5,100,781,25;7946
100,100,0.5,500,548,25;7850
100,100,0.5,100,602,25;8296
100,100,0.5,900,904,25;7796
100,100,0.5,900,337,25;8294
100,100,0.5,500,250,25;8698
100,100,0.5,100,936,25;7432
100,100,0.5,500,120,25;8928
100,100,0.5,100,716,25;7770
100,100,0.5,900,73,25;9422
100,100,0.5,500,782,25;7610
100,100,0.5,100,950,25;7488
100,100,0.5,500,559,25;8216
100,100,0.5,500,48,25;9288
100,100,0.5,100,146,25;9040
100,100,0.5,100,70,25;9674
100,100,0.5,900,531,25;8186
100,100,0.5,500,833,25;7540
100,100,0.5,900,711,25;7764
100,100,0.5,100,450,25;8800
100,100,0.5,900,20,25;9736
100,100,0.5,900,8,25;9672
100,100,0.5,900,367,25;8326
100,100,0.5,500,825,25;7688
100,100,0.5,500,103,25;9130
100,100,0.5,900,779,25;7862
100,100,0.5,900,142,25;8710
100,100,0.5,500,906,25;7662
100,100,0.5,900,982,25;7418
100,100,0.5,100,173,25;8990
100,100,0.5,500,966,25;7712
100,100,0.5,500,652,25;8052
100,100,0.5,100,961,25;7806
100,100,0.5,900,166,25;8826
100,100,0.5,500,35,25;9772
100,100,0.5,500,743,25;7810
100,100,0.5,900,923,25;7572
100,100,0.5,900,708,25;7942
100,100,0.5,500,755,25;7778
100,100,0.5,900,936,25;7864
100,100,0.5,900,164,25;9110
100,100,0.5,100,154,25;9018
100,100,0.5,100,874,25;7768
100,100,0.5,900,181,25;9008
100,100,0.5,900,174,25;9268
100,100,0.5,500,192,25;8630
100,100,0.5,900,534,25;8010
100,100,0.5,500,220,25;8680
100,100,0.5,500,935,25;7072
100,100,0.5,500,910,25;7580
100,100,0.5,500,96,25;9630
100,100,0.5,100,381,25;8168
100,100,0.5,900,690,25;7810
100,100,0.5,100,46,25;9466
100,100,0.5,900,890,25;7638
100,100,0.5,500,3,25;9920
100,100,0.5,900,660,25;7876
100,100,0.5,100,836,25;7964
100,100,0.5,900,266,25;8900
100,100,0.5,500,841,25;7848
100,100,0.5,100,161,25;8614
100,100,0.5,500,983,25;7726
100,100,0.5,100,727,25;7838
100,100,0.5,900,436,25;8286
100,100,0.5,100,229,25;8840
100,100,0.5,100,16,25;10012
100,100,0.5,900,433,25;8020
100,100,0.5,500,792,25;8184
100,100,0.5,100,667,25;8008
100,100,0.5,500,685,25;7612
100,100,0.5,500,775,25;7780
100,100,0.5,900,928,25;7568
100,100,0.5,100,625,25;8146
100,100,0.5,100,890,25;7630
100,100,0.5,900,657,25;7742
100,100,0.5,100,354,25;8378
100,100,0.5,500,778,25;8086
100,100,0.5,100,94,25;9314
100,100,0.5,900,451,25;8302
100,100,0.5,100,717,25;7998
100,100,0.5,500,275,25;8194
100,100,0.5,500,551,25;8196
100,100,0.5,500,605,25;8230
100,100,0.5,100,718,25;7924
100,100,0.5,100,297,25;8622
100,100,0.5,500,18,25;9252
100,100,0.5,500,763,25;8178
100,100,0.5,900,600,25;8028
100,100,0.5,900,634,25;8196
100,100,0.5,500,329,25;8460
100,100,0.5,500,577,25;7866
100,100,0.5,500,11,25;9856
100,100,0.5,500,540,25;8110
100,100,0.5,100,682,25;7864
100,100,0.5,100,77,25;9370
100,100,0.5,900,753,25;7674
100,100,0.5,900,442,25;8416
100,100,0.5,100,786,25;7802
100,100,0.5,500,975,25;7870
100,100,0.5,100,414,25;8218
100,100,0.5,900,153,25;9390
100,100,0.5,100,911,25;7502
100,100,0.5,100,220,25;8730
100,100,0.5,500,108,25;8914
100,100,0.5,100,627,25;8184
100,100,0.5,900,683,25;7424
100,100,0.5,500,142,25;8974
100,100,0.5,500,735,25;7342
100,100,0.5,100,441,25;8424
100,100,0.5,500,583,25;7838
100,100,0.5,500,747,25;7692
100,100,0.5,500,117,25;9244
100,100,0.5,900,154,25;9006
100,100,0.5,500,930,25;7728
100,100,0.5,500,662,25;7796
100,100,0.5,900,768,25;7596
100,100,0.5,100,553,25;8382
100,100,0.5,500,128,25;9082
100,100,0.5,100,270,25;8496
100,100,0.5,100,253,25;8606
100,100,0.5,100,299,25;8622
100,100,0.5,100,471,25;8342
100,100,0.5,100,838,25;7388
100,100,0.5,900,850,25;7500
100,100,0.5,500,342,25;8850
100,100,0.5,500,770,25;7892
100,100,0.5,100,22,25;9804
100,100,0.5,900,410,25;7972
100,100,0.5,500,501,25;8284
100,100,0.5,500,895,25;7912
100,100,0.5,500,106,25;9220
100,100,0.5,900,497,25;8636
100,100,0.5,500,394,25;8416
100,100,0.5,900,186,25;8836
100,100,0.5,500,883,25;7802
100,100,0.5,500,499,25;8650
100,100,0.5,900,489,25;8274
100,100,0.5,100,946,25;7762
100,100,0.5,500,39,25;9498
100,100,0.5,500,474,25;8592
100,100,0.5,500,603,25;8074
100,100,0.5,500,376,25;8560
100,100,0.5,100,4,25;10180
100,100,0.5,900,308,25;8562
100,100,0.5,900,580,25;8146
100,100,0.5,900,303,25;8740
100,100,0.5,100,456,25;8562
100,100,0.5,900,764,25;8000
100,100,0.5,900,385,25;7966
100,100,0.5,500,931,25;7554
100,100,0.5,900,464,25;8072
100,100,0.5,500,628,25;7692
100,100,0.5,500,385,25;8162
100,100,0.5,900,827,25;7690
100,100,0.5,100,82,25;9362
100,100,0.5,900,33,25;9658
100,100,0.5,500,304,25;8566
100,100,0.5,900,809,25;7820
100,100,0.5,100,800,25;7486
100,100,0.5,500,457,25;8304
100,100,0.5,500,326,25;8282
100,100,0.5,500,932,25;7844
100,100,0.5,900,856,25;7968
100,100,0.5,100,849,25;7640
100,100,0.5,500,334,25;8450
100,100,0.5,100,571,25;7806
100,100,0.5,500,153,25;9066
100,100,0.5,900,503,25;8468
100,100,0.5,500,300,25;8598
100,100,0.5,100,170,25;8916
100,100,0.5,900,187,25;8692
100,100,0.5,100,844,25;8268
100,100,0.5,100,750,25;7596
100,100,0.5,900,57,25;9446
100,100,0.5,100,393,25;8174
100,100,0.5,900,184,25;9306
100,100,0.5,900,756,25;7562
100,100,0.5,500,2,25;9842
100,100,0.5,100,103,25;9134
100,100,0.5,100,475,25;7928
100,100,0.5,100,928,25;7794
100,100,0.5,100,580,25;7968
100,100,0.5,500,846,25;7996
100,100,0.5,500,434,25;8220
100,100,0.5,500,237,25;8696
100,100,0.5,900,772,25;8154
100,100,0.5,900,606,25;7924
100,100,0.5,900,446,25;8264
100,100,0.5,500,135,25;8940
100,100,0.5,500,608,25;8170
100,100,0.5,500,77,25;9472
100,100,0.5,900,603,25;7910
100,100,0.5,500,347,25;8464
100,100,0.5,100,33,25;9528
100,100,0.5,900,576,25;7922
100,100,0.5,100,722,25;7692
100,100,0.5,900,987,25;7624
100,100,0.5,500,318,25;7938
100,100,0.5,900,994,25;7766
100,100,0.5,500,745,25;8006
100,100,0.5,500,513,25;7968
100,100,0.5,900,910,25;7820
100,100,0.5,500,523,25;8102
100,100,0.5,900,18,25;9870
100,100,0.5,100,373,25;8414
100,100,0.5,900,83,25;9524
100,100,0.5,500,868,25;7582
100,100,0.5,500,63,25;9480
100,100,0.5,500,707,25;7854
100,100,0.5,500,972,25;8194
100,100,0.5,500,101,25;9488
100,100,0.5,500,569,25;8464
100,100,0.5,100,247,25;8622
100,100,0.5,900,162,25;9166
100,100,0.5,900,323,25;8328
100,100,0.5,900,639,25;7862
100,100,0.5,100,609,25;8030
100,100,0.5,500,885,25;7758
100,100,0.5,100,758,25;8118
100,100,0.5,900,426,25;8290
100,100,0.5,100,915,25;7662
100,100,0.5,500,615,25;8280
100,100,0.5,100,663,25;8056
100,100,0.5,100,685,25;8068
100,100,0.5,500,441,25;8228
100,100,0.5,500,927,25;7486
100,100,0.5,500,145,25;9012
100,100,0.5,900,522,25;8220
100,100,0.5,100,564,25;8034
100,100,0.5,100,933,25;7896
100,100,0.5,100,985,25;7636
100,100,0.5,500,443,25;8316
100,100,0.5,100,291,25;8524
100,100,0.5,900,386,25;8138
100,100,0.5,100,290,25;8646
100,100,0.5,900,99,25;9242
100,100,0.5,500,993,25;7648
100,100,0.5,900,217,25;8544
100,100,0.5,500,291,25;8386
100,100,0.5,900,977,25;7888
100,100,0.5,500,40,25;9282
100,100,0.5,500,281,25;8590
100,100,0.5,500,999,25;7768
100,100,0.5,100,365,25;8484
100,100,0.5,500,167,25;8732
100,100,0.5,500,174,25;9224
100,100,0.5,100,499,25;8392
100,100,0.5,500,8,25;9562
100,100,0.5,500,472,25;7946
100,100,0.5,100,569,25;7856
100,100,0.5,500,45,25;9704
100,100,0.5,900,42,25;9264
100,100,0.5,500,15,25;9558
100,100,0.5,900,312,25;8492
100,100,0.5,900,911,25;7678
100,100,0.5,100,901,25;7846
100,100,0.5,900,178,25;9040
100,100,0.5,900,196,25;8748
100,100,0.5,100,848,25;7958
100,100,0.5,100,301,25;8324
100,100,0.5,100,238,25;8766
100,100,0.5,900,359,25;8308
100,100,0.5,900,128,25;9672
100,100,0.5,100,501,25;8352
100,100,0.5,500,738,25;8148
100,100,0.5,500,715,25;8106
100,100,0.5,500,389,25;8726
100,100,0.5,100,20,25;10042
100,100,0.5,100,828,25;7954
100,100,0.5,900,145,25;9130
100,100,0.5,900,158,25;9082
100,100,0.5,500,619,25;7902
100,100,0.5,500,633,25;7994
100,100,0.5,500,717,25;7892
100,100,0.5,100,821,25;8070
100,100,0.5,100,767,25;7650
100,100,0.5,900,719,25;7856
100,100,0.5,500,582,25;8186
100,100,0.5,500,388,25;8312
100,100,0.5,100,134,25;9642
100,100,0.5,900,956,25;7490
100,100,0.5,100,337,25;8512
100,100,0.5,500,339,25;8056
100,100,0.5,500,802,25;7738
100,100,0.5,100,147,25;9226
100,100,0.5,900,669,25;7926
100,100,0.5,900,472,25;8556
100,100,0.5,500,424,25;8460
100,100,0.5,100,117,25;8980
100,100,0.5,500,674,25;8418
100,100,0.5,900,401,25;8310
100,100,0.5,900,435,25;8594
100,100,0.5,900,321,25;8294
100,100,0.5,100,703,25;7870
100,100,0.5,900,72,25;9262
100,100,0.5,500,467,25;8284
100,100,0.5,900,582,25;8100
100,100,0.5,500,594,25;7890
100,100,0.5,900,170,25;9218
100,100,0.5,100,811,25;8012
100,100,0.5,900,318,25;8764
100,100,0.5,100,780,25;7736
100,100,0.5,900,518,25;8276
100,100,0.5,100,917,25;7756
100,100,0.5,100,191,25;8862
100,100,0.5,500,571,25;8240
100,100,0.5,500,51,25;9466
100,100,0.5,100,842,25;7718
100,100,0.5,500,556,25;7840
100,100,0.5,500,892,25;7592
100,100,0.5,900,617,25;8076
100,100,0.5,500,54,25;9438
100,100,0.5,500,222,25;8660
100,100,0.5,500,692,25;8076
100,100,0.5,900,208,25;8840
100,100,0.5,900,862,25;7532
100,100,0.5,900,736,25;7934
100,100,0.5,500,12,25;9612
100,100,0.5,500,430,25;8280
100,100,0.5,900,565,25;7976
100,100,0.5,100,172,25;9046
100,100,0.5,900,991,25;7432
100,100,0.5,500,541,25;8026
100,100,0.5,100,118,25;9222
100,100,0.5,900,483,25;8208
100,100,0.5,100,688,25;7624
100,100,0.5,500,977,25;7814
100,100,0.5,100,260,25;8988
100,100,0.5,500,699,25;7870
100,100,0.5,500,828,25;7864
100,100,0.5,900,504,25;8272
100,100,0.5,500,886,25;7510
100,100,0.5,900,652,25;8092
100,100,0.5,100,278,25;8524
100,100,0.5,500,476,25;8264
100,100,0.5,100,818,25;8126
100,100,0.5,900,787,25;7912
100,100,0.5,500,448,25;8052
100,100,0.5,500,219,25;8596
100,100,0.5,100,364,25;8388
100,100,0.5,900,325,25;8572
100,100,0.5,900,525,25;8100
100,100,0.5,500,446,25;8062
100,100,0.5,900,319,25;8704
100,100,0.5,100,399,25;8408
100,100,0.5,100,554,25;8078
100,100,0.5,500,266,25;8788
100,100,0.5,100,78,25;9074
100,100,0.5,100,852,25;7430
100,100,0.5,900,915,25;7390
100,100,0.5,900,939,25;7500
100,100,0.5,500,716,25;7588
100,100,0.5,500,261,25;8830
100,100,0.5,500,733,25;7368
100,100,0.5,900,728,25;7826
100,100,0.5,100,335,25;8182
100,100,0.5,500,840,25;7726
100,100,0.5,500,303,25;8164
100,100,0.5,500,259,25;8810
100,100,0.5,900,475,25;8536
100,100,0.5,900,481,25;8182
100,100,0.5,900,700,25;7540
100,100,0.5,900,429,25;8606
100,100,0.5,100,449,25;8338
100,100,0.5,500,442,25;8046
100,100,0.5,500,636,25;7984
100,100,0.5,100,850,25;7534
100,100,0.5,900,114,25;9308
100,100,0.5,500,373,25;8492
100,100,0.5,500,232,25;8676
100,100,0.5,500,91,25;9080
100,100,0.5,500,520,25;7866
100,100,0.5,500,982,25;7886
100,100,0.5,900,794,25;8082
100,100,0.5,500,156,25;8862
100,100,0.5,500,403,25;8316
100,100,0.5,100,909,25;7858
100,100,0.5,900,951,25;7584
100,100,0.5,500,463,25;8318
100,100,0.5,100,873,25;7898
100,100,0.5,500,306,25;8426
100,100,0.5,500,114,25;9254
100,100,0.5,900,138,25;9184
100,100,0.5,500,333,25;8330
100,100,0.5,100,771,25;8100
100,100,0.5,900,322,25;8398
100,100,0.5,100,175,25;9194
100,100,0.5,100,243,25;8670
100,100,0.5,100,284,25;8638
100,100,0.5,100,675,25;7736
100,100,0.5,500,461,25;8024
100,100,0.5,900,715,25;7762
100,100,0.5,500,547,25;8174
100,100,0.5,900,594,25;8154
100,100,0.5,900,747,25;7960
100,100,0.5,900,253,25;8332
100,100,0.5,900,291,25;8476
100,100,0.5,500,451,25;8520
100,100,0.5,100,559,25;8136
100,100,0.5,100,586,25;8082
100,100,0.5,500,462,25;8084
100,100,0.5,500,468,25;8462
100,100,0.5,900,655,25;7876
100,100,0.5,900,215,25;8762
100,100,0.5,900,667,25;7946
100,100,0.5,100,443,25;8036
100,100,0.5,100,631,25;7986
100,100,0.5,100,833,25;7668
100,100,0.5,500,777,25;7962
100,100,0.5,900,561,25;7908
100,100,0.5,900,357,25;9090
100,100,0.5,100,244,25;8724
100,100,0.5,500,708,25;8068
100,100,0.5,100,248,25;8844
100,100,0.5,500,589,25;8024
100,100,0.5,500,985,25;7924
100,100,0.5,900,27,25;9756
100,100,0.5,100,273,25;8426
100,100,0.5,500,235,25;9074
100,100,0.5,900,893,25;7674
100,100,0.5,500,527,25;8348
100,100,0.5,900,720,25;8020
100,100,0.5,900,55,25;9372
100,100,0.5,500,971,25;7602
100,100,0.5,500,218,25;8954
100,100,0.5,500,301,25;8602
100,100,0.5,900,633,25;7604
100,100,0.5,500,97,25;9126
100,100,0.5,900,962,25;7504
100,100,0.5,500,496,25;8238
100,100,0.5,100,321,25;8824
100,100,0.5,900,622,25;8128
100,100,0.5,100,389,25;8474
100,100,0.5,500,1,25;10032
100,100,0.5,900,408,25;8106
100,100,0.5,900,7,25;10344
100,100,0.5,100,595,25;8228
100,100,0.5,100,679,25;7960
100,100,0.5,100,198,25;8620
100,100,0.5,900,383,25;8542
100,100,0.5,100,332,25;8418
100,100,0.5,500,332,25;8548
100,100,0.5,900,697,25;7638
100,100,0.5,900,334,25;8584
100,100,0.5,500,920,25;7640
100,100,0.5,900,346,25;7866
100,100,0.5,900,394,25;8190
100,100,0.5,900,487,25;8340
100,100,0.5,500,422,25;8260
100,100,0.5,900,810,25;7818
100,100,0.5,500,487,25;8238
100,100,0.5,500,919,25;7834
100,100,0.5,100,762,25;7598
100,100,0.5,100,280,25;8610
100,100,0.5,500,183,25;8824
100,100,0.5,100,416,25;8274
100,100,0.5,500,823,25;7706
100,100,0.5,100,495,25;8152
100,100,0.5,500,124,25;9062
100,100,0.5,900,619,25;8238
100,100,0.5,100,654,25;7548
100,100,0.5,100,908,25;7726
100,100,0.5,500,741,25;7914
100,100,0.5,900,557,25;8006
100,100,0.5,900,966,25;7862
100,100,0.5,100,817,25;7582
100,100,0.5,500,508,25;7986
100,100,0.5,100,119,25;9010
100,100,0.5,500,751,25;7898
100,100,0.5,900,932,25;7534
100,100,0.5,500,375,25;8642
100,100,0.5,500,274,25;8670
100,100,0.5,900,200,25;9090
100,100,0.5,900,846,25;7602
100,100,0.5,100,326,25;8704
100,100,0.5,900,721,25;7672
100,100,0.5,500,160,25;8916
100,100,0.5,500,166,25;8802
100,100,0.5,500,860,25;7716
100,100,0.5,900,161,25;8890
100,100,0.5,100,739,25;7802
100,100,0.5,500,870,25;7786
100,100,0.5,500,189,25;8618
100,100,0.5,100,886,25;7802
100,100,0.5,900,470,25;8238
100,100,0.5,100,779,25;8088
100,100,0.5,500,739,25;7996
100,100,0.5,500,595,25;7888
100,100,0.5,500,710,25;7408
100,100,0.5,100,774,25;7956
100,100,0.5,100,89,25;9198
100,100,0.5,500,444,25;8160
100,100,0.5,100,263,25;8144
100,100,0.5,500,836,25;7780
100,100,0.5,500,123,25;8974
100,100,0.5,100,269,25;8690
100,100,0.5,500,772,25;7768
100,100,0.5,100,262,25;8734
100,100,0.5,100,395,25;8432
100,100,0.5,100,472,25;8230
100,100,0.5,100,448,25;7884
100,100,0.5,100,835,25;7994
100,100,0.5,100,54,25;9382
100,100,0.5,500,92,25;9256
100,100,0.5,500,197,25;8540
100,100,0.5,100,647,25;8008
100,100,0.5,100,793,25;7594
100,100,0.5,100,137,25;9000
100,100,0.5,100,488,25;8570
100,100,0.5,900,612,25;7974
100,100,0.5,500,942,25;7932
100,100,0.5,500,597,25;8066
100,100,0.5,900,430,25;8052
100,100,0.5,100,964,25;7558
100,100,0.5,100,593,25;8246
100,100,0.5,500,549,25;8346
100,100,0.5,900,624,25;7580
100,100,0.5,900,930,25;7696
100,100,0.5,500,341,25;8680
100,100,0.5,100,3,25;9876
100,100,0.5,500,327,25;8356
100,100,0.5,900,92,25;9156
100,100,0.5,900,12,25;9810
100,100,0.5,100,57,25;9456
100,100,0.5,100,241,25;8384
100,100,0.5,500,176,25;8834
100,100,0.5,100,809,25;7934
100,100,0.5,500,853,25;7940
100,100,0.5,500,477,25;8250
100,100,0.5,100,419,25;8154
100,100,0.5,900,803,25;7806
