12,12,0.5,200,74,25;56
12,12,0.5,200,71,25;86
12,12,0.5,200,51,25;106
12,12,0.5,400,17,25;96
12,12,0.5,200,88,25;70
12,12,0.5,400,73,25;56
12,12,0.5,600,42,25;82
12,12,0.5,400,63,25;138
12,12,0.5,600,10,25;140
12,12,0.5,400,21,25;94
12,12,0.5,600,44,25;140
12,12,0.5,600,69,25;100
12,12,0.5,400,91,25;102
12,12,0.5,600,23,25;92
12,12,0.5,400,76,25;58
12,12,0.5,600,82,25;86
12,12,0.5,200,60,25;104
12,12,0.5,200,20,25;104
12,12,0.5,400,8,25;110
12,12,0.5,200,35,25;114
12,12,0.5,400,50,25;90
12,12,0.5,600,95,25;74
12,12,0.5,200,37,25;74
12,12,0.5,200,70,25;52
12,12,0.5,200,48,25;88
12,12,0.5,200,53,25;64
12,12,0.5,200,99,25;80
12,12,0.5,600,32,25;90
12,12,0.5,400,2,25;136
12,12,0.5,600,34,25;132
12,12,0.5,600,87,25;52
12,12,0.5,400,22,25;124
12,12,0.5,600,93,25;80
12,12,0.5,600,3,25;74
12,12,0.5,200,84,25;46
12,12,0.5,200,42,25;84
12,12,0.5,200,97,25;118
12,12,0.5,200,66,25;96
12,12,0.5,600,68,25;76
12,12,0.5,200,100,25;76
12,12,0.5,600,57,25;118
12,12,0.5,200,31,25;136
12,12,0.5,600,6,25;100
12,12,0.5,600,22,25;98
12,12,0.5,400,29,25;84
12,12,0.5,200,73,25;64
12,12,0.5,400,14,25;156
12,12,0.5,200,94,25;142
12,12,0.5,400,52,25;96
12,12,0.5,600,13,25;106
12,12,0.5,400,19,25;92
12,12,0.5,200,18,25;122
12,12,0.5,400,80,25;100
12,12,0.5,400,99,25;84
12,12,0.5,200,45,25;116
12,12,0.5,400,69,25;96
12,12,0.5,400,30,25;78
12,12,0.5,400,97,25;60
12,12,0.5,600,8,25;92
12,12,0.5,400,85,25;70
12,12,0.5,200,69,25;66
12,12,0.5,400,40,25;128
12,12,0.5,400,70,25;84
12,12,0.5,200,24,25;106
12,12,0.5,200,54,25;110
12,12,0.5,200,75,25;64
12,12,0.5,400,12,25;114
12,12,0.5,400,20,25;136
12,12,0.5,600,45,25;110
12,12,0.5,600,56,25;124
12,12,0.5,200,40,25;66
12,12,0.5,200,12,25;136
12,12,0.5,200,2,25;132
12,12,0.5,200,72,25;138
12,12,0.5,200,93,25;88
12,12,0.5,400,98,25;56
12,12,0.5,200,96,25;70
12,12,0.5,600,94,25;64
12,12,0.5,200,13,25;110
12,12,0.5,400,36,25;118
12,12,0.5,600,90,25;106
12,12,0.5,200,49,25;62
12,12,0.5,600,80,25;60
12,12,0.5,200,17,25;114
12,12,0.5,400,68,25;90
12,12,0.5,600,16,25;122
12,12,0.5,200,90,25;86
12,12,0.5,600,98,25;68
12,12,0.5,200,38,25;84
12,12,0.5,400,51,25;96
12,12,0.5,400,37,25;118
12,12,0.5,600,52,25;122
12,12,0.5,400,39,25;82
12,12,0.5,200,11,25;118
12,12,0.5,400,18,25;98
12,12,0.5,200,43,25;74
12,12,0.5,400,95,25;128
12,12,0.5,600,60,25;104
12,12,0.5,600,86,25;114
12,12,0.5,400,71,25;84
12,12,0.5,200,14,25;120
12,12,0.5,400,74,25;64
12,12,0.5,400,44,25;110
12,12,0.5,200,77,25;28
12,12,0.5,600,35,25;98
12,12,0.5,400,28,25;148
12,12,0.5,200,80,25;108
12,12,0.5,600,33,25;112
12,12,0.5,600,11,25;134
12,12,0.5,200,55,25;68
12,12,0.5,400,55,25;88
12,12,0.5,200,3,25;138
12,12,0.5,600,88,25;86
12,12,0.5,600,63,25;70
12,12,0.5,400,42,25;100
12,12,0.5,400,84,25;106
12,12,0.5,600,58,25;114
12,12,0.5,600,66,25;96
12,12,0.5,200,41,25;100
12,12,0.5,600,46,25;110
12,12,0.5,400,7,25;138
12,12,0.5,200,29,25;98
12,12,0.5,200,19,25;84
12,12,0.5,600,99,25;90
12,12,0.5,400,5,25;112
12,12,0.5,600,20,25;150
12,12,0.5,400,34,25;146
12,12,0.5,200,87,25;96
