80	110	50	20	20	20	1.2	15	110	rastrigin	
80	110	50	20	26	10	1.2	19	110	rastrigin	
80	110	50	20	23	15	1.2	15	110	rastrigin	
80	110	50	20	26	10	1.4	17	110	rastrigin	
80	110	50	20	26	15	1.2	19	110	rastrigin	
80	110	50	20	23	20	1.4	15	110	rastrigin	
80	110	50	20	26	10	1.4	15	110	rastrigin	
80	110	50	20	20	15	1.2	15	110	rastrigin	
80	110	50	20	26	10	1.2	17	110	rastrigin	
80	110	50	20	26	10	1.2	15	110	rastrigin	
80	110	50	20	23	20	1.2	15	110	rastrigin	
80	110	50	20	26	15	1.4	17	110	rastrigin	
80	110	50	20	23	10	1.4	17	110	rastrigin	
80	110	50	20	20	15	1.4	15	110	rastrigin	
80	110	50	20	26	20	1.2	17	110	rastrigin	
80	110	50	20	26	15	1.2	15	110	rastrigin	
80	110	50	20	20	20	1.4	19	110	rastrigin	
80	110	50	20	20	10	1.4	17	110	rastrigin	
80	110	50	20	20	20	1.4	15	110	rastrigin	
80	110	50	20	23	10	1.2	17	110	rastrigin	
80	110	50	20	26	20	1.2	15	110	rastrigin	
80	110	50	20	23	15	1.2	19	110	rastrigin	
80	110	50	20	23	20	1.4	17	110	rastrigin	
80	110	50	20	20	15	1.2	19	110	rastrigin	
80	110	50	20	20	15	1.4	17	110	rastrigin	
80	110	50	20	23	10	1.4	19	110	rastrigin	
80	110	50	20	23	10	1.4	15	110	rastrigin	
80	110	50	20	26	20	1.4	19	110	rastrigin	
80	110	50	20	20	10	1.2	17	110	rastrigin	
80	110	50	20	20	10	1.2	15	110	rastrigin	
80	110	50	20	20	20	1.2	19	110	rastrigin	
80	110	50	20	20	10	1.4	19	110	rastrigin	
80	110	50	20	23	15	1.2	17	110	rastrigin	
80	110	50	20	20	20	1.2	17	110	rastrigin	
80	110	50	20	23	10	1.2	19	110	rastrigin	
80	110	50	20	26	10	1.4	19	110	rastrigin	
80	110	50	20	20	10	1.2	19	110	rastrigin	
80	110	50	20	26	15	1.4	19	110	rastrigin	
80	110	50	20	20	10	1.4	15	110	rastrigin	
80	110	50	20	23	10	1.2	15	110	rastrigin	
80	110	50	20	23	20	1.2	17	110	rastrigin	
80	110	50	20	26	20	1.4	15	110	rastrigin	
80	110	50	20	26	15	1.2	17	110	rastrigin	
80	110	50	20	20	20	1.4	17	110	rastrigin	
80	110	50	20	20	15	1.4	19	110	rastrigin	
80	110	50	20	26	20	1.4	17	110	rastrigin	
80	110	50	20	23	20	1.2	19	110	rastrigin	
80	110	50	20	23	15	1.4	17	110	rastrigin	
80	110	50	20	23	15	1.4	19	110	rastrigin	
80	110	50	20	20	15	1.2	17	110	rastrigin	
80	110	50	20	26	15	1.4	15	110	rastrigin	
80	110	50	20	23	20	1.4	19	110	rastrigin	
80	110	50	20	23	15	1.4	15	110	rastrigin	
80	110	50	20	26	20	1.2	19	110	rastrigin	
